Title,Property_Size,Bedrooms,Bathrooms,Furnishing,Region,Region_Name,Region_Parent_Name,Is_Boost,Price
4bdrm Duplex in GRA Phase 1 for sale,680,4,4,Semi-Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,520000000.0
Furnished 5bdrm Mansion in Private Estate Lekki for sale,600,5,5,Furnished,"Lekki, Chevron",Chevron,Lagos State,Diamond,480000000.0
Furnished 4bdrm Block of Flats in Private Estate for sale,1500,4,4,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos State,Diamond,650000000.0
"Furnished 3bdrm Duplex in Along Dangote, Eleko for sale",500,3,3,Furnished,"Ibeju, Eleko",Eleko,Lagos State,Diamond,110000000.0
Furnished 4bdrm Bungalow in Enugu for sale,1000,4,4,Furnished,"Enugu State, Enugu",Enugu,Enugu State,Diamond,140000000.0
4bdrm Duplex in Gra Ikeja Lagos for sale,412,4,4,Semi-Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Diamond,370000000.0
Furnished 5bdrm Duplex in Chevron Lekki for sale,600,5,5,Furnished,"Lekki, Chevron",Chevron,Lagos State,Diamond,450000000.0
Furnished 2bdrm Block of Flats in Bogije Ibeju Lekki for sale,1000,2,2,Furnished,"Ibeju, Bogije",Bogije,Lagos State,Diamond,260000000.0
Furnished 5bdrm Mansion in Private Estate Lekki for sale,600,5,5,Furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Diamond,250000000.0
2bdrm Bungalow in Ibadan for sale,464,2,2,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,False,32000000.0
5bdrm Duplex in Omole Phase 1 for sale,400,5,6,Semi-Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,Enterprise,600000000.0
4bdrm Duplex in Sangotedo for sale,323,4,4,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,Diamond,150000000.0
4bdrm Apartment in Lifecamp for sale,500,4,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,300000000.0
4bdrm Duplex in Ikate for sale,350,4,4,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,220000000.0
3bdrm Apartment in Mabushi for sale,120,3,3,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Diamond,140000000.0
"7bdrm Duplex in Efab Metropolis, Gwarinpa for sale",1200,7,7,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Diamond,420000000.0
"5bdrm Duplex in Megamound, Ikota for sale",600,5,6,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,660000000.0
3bdrm Block of Flats in Wuye for sale,100,3,4,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),Diamond,140000000.0
3bdrm Block of Flats in Karsana for sale,150,3,4,Unfurnished,"Gwagwa, Karsana",Karsana,Abuja (FCT),Diamond,75000000.0
"5bdrm Duplex in A Well Secured, Chevron for sale",400,5,6,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Diamond,500000000.0
5bdrm Duplex in Life Camp for sale,1000,5,6,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,600000000.0
4bdrm Duplex in Jabi for sale,250,4,5,Unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),Diamond,360000000.0
"5bdrm Duplex in Chevron Alternative, Lekki Phase 2 for sale",248,5,5,Semi-Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,Enterprise,400000000.0
3bdrm Bungalow in Basorun Housing for sale,700,3,4,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,125000000.0
Furnished 3bdrm Apartment in Pen Cinema for sale,300,3,3,Furnished,"Agege, Pen Cinema",Pen Cinema,Lagos State,Diamond,110000000.0
5bdrm Duplex in Chevron for sale,500,5,6,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Diamond,450000000.0
"Furnished 2bdrm Apartment in Sangotedo, Lekki for sale",150,2,2,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,60000000.0
"3bdrm Apartment in Ikate, Lekki Phase 1 for sale",150,3,3,Semi-Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,160000000.0
Furnished 4bdrm Apartment in Benin City for sale,1100,4,4,Furnished,"Edo State, Benin City",Benin City,Edo State,Diamond,350000000.0
5bdrm Duplex in Chevron Lekki for sale,600,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Diamond,400000000.0
"Furnished 3bdrm Block of Flats in Ganmo, Ifelodun-Kwara for sale",900,3,4,Furnished,"Kwara State, Ifelodun-Kwara",Ifelodun-Kwara,Kwara State,Diamond,30000000.0
"2bdrm Bungalow in Airport Road, Lugbe District for sale",500,2,4,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Diamond,45000000.0
Furnished 4bdrm Duplex in Ruuodomaya for sale,700,4,5,Furnished,"Port-Harcourt, Ruuodomaya",Ruuodomaya,Port-Harcourt,Enterprise,175000000.0
4bdrm Duplex in Ikeja for sale,500,4,4,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,Diamond,280000000.0
"Furnished 4bdrm House in Freedom Way, Lekki Expressway for sale",1000,4,4,Furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,Enterprise,320000000.0
"2bdrm Apartment in Ajah, Off Lekki-Epe Expressway for sale",300,2,2,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,Enterprise,80000000.0
2bdrm Apartment in Ikate for sale,250,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,220000000.0
Furnished 4bdrm Block of Flats in Ikate for sale,500,4,4,Furnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,300000000.0
"5bdrm Duplex in Royal Garden Estate, Off Lekki-Epe Expressway for sale",630,5,5,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,Enterprise,550000000.0
"3bdrm Duplex in Orchid, Chevron for sale",250,3,3,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,150000000.0
4bdrm Duplex in Ajah for sale,250,4,4,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Enterprise,160000000.0
"5bdrm Duplex in Cowrie Creek, Ikate for sale",400,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,950000000.0
4bdrm Duplex in Lekki Phase 1 for sale,300,4,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,450000000.0
1bdrm Penthouse in Ikate for sale,250,1,1,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,130000000.0
3bdrm Duplex in Abraham Adesanya Estate for sale,200,3,3,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,Enterprise,95000000.0
4bdrm Duplex in Owerri for sale,450,4,5,Unfurnished,"Imo State, Owerri",Owerri,Imo State,Enterprise,120000000.0
"2bdrm Block of Flats in Alakahia, Uzoba for sale",465,2,2,Semi-Furnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,Diamond,180000000.0
"2bdrm Block of Flats in Fo1, Kubwa for sale",900,2,3,Semi-Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,75000000.0
"8bdrm Block of Flats in Second Gate,, Iwo Road for sale",500,8,12,Unfurnished,"Ibadan, Iwo Road",Iwo Road,Oyo State,Enterprise,85000000.0
3bdrm Block of Flats in Kurudu Army Scheme for sale,1000,3,4,Semi-Furnished,"Abuja (FCT), Kurudu",Kurudu,Abuja (FCT),Diamond,150000000.0
"4bdrm Duplex in Harris Drive, Vgc for sale",287,4,4,Unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,Enterprise,150000000.0
"5bdrm Duplex in Orchid Road, Ikota for sale",278,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,560000000.0
4bdrm Duplex in Harris Drive Off By for sale,287,4,4,Semi-Furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,Enterprise,200000000.0
"5bdrm Penthouse in Engineer Lere Adigun, Basorun for sale",500,5,6,Semi-Furnished,"Ibadan, Basorun",Basorun,Oyo State,Enterprise,420000000.0
"4bdrm Bungalow in Oke-Badan Estate, Akobo for sale",650,4,5,Semi-Furnished,"Ibadan, Akobo",Akobo,Oyo State,Enterprise,150000000.0
"12bdrm Block of Flats in Aromolaran Estate, Agodi for sale",700,12,12,Unfurnished,"Ibadan, Agodi",Agodi,Oyo State,Enterprise,68000000.0
"4bdrm Duplex in Akala Estate, Akobo for sale",450,4,5,Semi-Furnished,"Ibadan, Akobo",Akobo,Oyo State,Enterprise,160000000.0
5bdrm Duplex in Lekki Phase 1 for sale,347,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,680000000.0
"Furnished 2bdrm Apartment in Victory Estate, Ago Palace for sale",250,2,3,Furnished,"Isolo, Ago Palace",Ago Palace,Lagos State,Diamond,75000000.0
"3bdrm Duplex in Abraham Adesanya, Ajah for sale",300,3,3,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,Enterprise,115000000.0
3bdrm Apartment in Ikate for sale,200,3,3,Semi-Furnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,250000000.0
"15bdrm Block of Flats in Ayobo, Ipaja for sale",648,15,20,Semi-Furnished,"Lagos State, Ipaja",Ipaja,Lagos State,Diamond,60000000.0
5bdrm Duplex in Chevron Lekki Lagos for sale,289,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Diamond,490000000.0
4bdrm Duplex in Maryland for sale,550,4,4,Unfurnished,"Lagos State, Maryland",Maryland,Lagos State,Diamond,300000000.0
"4bdrm Duplex in Greenland Estate, Mende for sale",635,4,4,Unfurnished,"Maryland, Mende",Mende,Lagos State,Diamond,250000000.0
"4bdrm Bungalow in Queens Efab Estate, Gwarinpa for sale",1000,4,4,Semi-Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Diamond,400000000.0
4bdrm House in Kubwa for sale,250,4,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Enterprise,160000000.0
3bdrm Apartment in Life Camp for sale,150,3,3,Semi-Furnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Enterprise,90000000.0
3bdrm Bungalow in Efab Verizon Karsana for sale,750,3,4,Semi-Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Diamond,185000000.0
5bdrm Duplex in Omole Phase2 for sale,600,5,5,Unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,Diamond,550000000.0
"5bdrm Duplex in Amazing Grace Estate, New Oko Oba for sale",350,5,5,Semi-Furnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,Enterprise,330000000.0
"4bdrm Duplex in Ogun State, Abeokuta South for sale",450,4,4,Unfurnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,Diamond,130000000.0
"Furnished 3bdrm Block of Flats in Ijaiye Lagos, Alagbado for sale",600,3,3,Furnished,"Ifako-Ijaiye, Alagbado",Alagbado,Lagos State,Diamond,120000000.0
6bdrm Duplex in Mini Estate In Omole for sale,500,6,6,Unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,Diamond,750000000.0
3bdrm Bungalow in Benin City for sale,450,3,3,Unfurnished,"Edo State, Benin City",Benin City,Edo State,Diamond,37000000.0
Furnished 4bdrm Duplex in Oregun for sale,300,4,4,Furnished,"Ikeja, Oregun",Oregun,Lagos State,Diamond,300000000.0
3bdrm Duplex in Boys Town  P&T  for sale,500,3,4,Semi-Furnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,Diamond,130000000.0
"3bdrm Block of Flats in Governors Road, Egbeda / Egbeda for sale",650,3,3,Semi-Furnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Lagos State,Diamond,110000000.0
5bdrm Duplex in Orchid Lekki Lagos for sale,400,5,6,Semi-Furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,Diamond,550000000.0
5bdrm Duplex in Omole Phase 2 Lagos for sale,450,5,5,Semi-Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,Diamond,700000000.0
5bdrm Duplex in Galadimawa for sale,500,5,5,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),Enterprise,550000000.0
2bdrm Block of Flats in Lekki Phase 1 for sale,170,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,350000000.0
4bdrm Duplex in Ipaja / Ipaja for sale,326,4,4,Unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,Diamond,85000000.0
3bdrm Apartment in Yaba Lagos for sale,450,3,3,Unfurnished,"Lagos State, Yaba",Yaba,Lagos State,Enterprise,150000000.0
3bdrm Apartment in Ilasan Lekki Lagos for sale,200,3,4,Unfurnished,"Lekki, Ilasan",Ilasan,Lagos State,Enterprise,200000000.0
5bdrm Duplex in Magodo Gra Phase 2 for sale,450,5,5,Unfurnished,"Lagos State, Magodo",Magodo,Lagos State,Enterprise,500000000.0
4bdrm Duplex in Wuse 2 for sale,400,4,4,Unfurnished,"Abuja (FCT), Wuse 2",Wuse 2,Abuja (FCT),Enterprise,500000000.0
"5bdrm Duplex in Lugbe, FHA for sale",1000,5,6,Unfurnished,"Lugbe District, FHA",FHA,Abuja (FCT),Diamond,120000000.0
"3bdrm Apartment in Jahi Gilmore, Abuja for sale",350,3,4,Semi-Furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,200000000.0
5bdrm Duplex in In An Estate for sale,500,5,6,Semi-Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Enterprise,350000000.0
"6bdrm Bungalow in Lugbe - Abuja, FHA for sale",1000,6,6,Unfurnished,"Lugbe District, FHA",FHA,Abuja (FCT),Diamond,85000000.0
"3bdrm Duplex in Emerald Duplex, Ogombo for sale",300,3,4,Semi-Furnished,"Ajah, Ogombo",Ogombo,Lagos State,Diamond,180000000.0
Furnished 4bdrm Duplex in Omole Phase 2 for sale,280,4,4,Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,Diamond,290000000.0
3bdrm Block of Flats in Shangisha Avenue for sale,620,3,3,Unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,Diamond,450000000.0
"4bdrm Duplex in Estate, Lekki Expressway for sale",750,4,4,Semi-Furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,Enterprise,160000000.0
"3bdrm Duplex in Estate, Durumi for sale",450,3,3,Semi-Furnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),Enterprise,190000000.0
"Furnished 3bdrm Apartment in Gwarimpa, Gwarinpa for sale",750,3,3,Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Diamond,300000000.0
"4bdrm House in Akinola Cole, Adeniyi Jones for sale",180,4,4,Semi-Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,Diamond,380000000.0
3bdrm Block of Flats in Ajelogo-Kosofe for sale,600,3,3,Unfurnished,"Kosofe, Kosofe / Kosofe",Kosofe / Kosofe,Lagos State,Enterprise,165000000.0
Furnished 4bdrm Duplex in Apple Junction for sale,500,4,4,Furnished,"Amuwo-Odofin, Apple Junction",Apple Junction,Lagos State,Enterprise,400000000.0
"3bdrm Block of Flats in Off Pedro Road, Shomolu / Shomolu for sale",600,3,3,Semi-Furnished,"Shomolu, Shomolu / Shomolu",Shomolu / Shomolu,Lagos State,Enterprise,480000000.0
5bdrm Duplex in Omole Phase1 Gra for sale,330,5,6,Semi-Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,Diamond,550000000.0
"4bdrm Duplex in In An Estate, GRA Phase 1 for sale",300,4,4,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Diamond,400000000.0
"5bdrm Duplex in Inside An Estate In, Ikota for sale",380,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,680000000.0
"3bdrm Block of Flats in Greenland Estate, Iseri Olofin for sale",640,3,3,Unfurnished,"Alimosho, Iseri Olofin",Iseri Olofin,Lagos State,Diamond,200000000.0
"4bdrm Duplex in In An Estate, Ogudu GRA for sale",320,4,4,Unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,Diamond,500000000.0
"5bdrm Mansion in Hosana Estate, Ago Palace for sale",650,5,5,Unfurnished,"Isolo, Ago Palace",Ago Palace,Lagos State,Diamond,360000000.0
4bdrm Bungalow in Lasustech First Gate for sale,649,4,4,Unfurnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,Diamond,35000000.0
"4bdrm Duplex in Inside An Estate, Gbagada for sale",280,4,4,Unfurnished,"Lagos State, Gbagada",Gbagada,Lagos State,Diamond,310000000.0
"4bdrm Duplex in Inside Estate, Maryland for sale",250,4,4,Unfurnished,"Lagos State, Maryland",Maryland,Lagos State,Diamond,290000000.0
3bdrm Block of Flats in Wuye for sale,250,3,3,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),Enterprise,135000000.0
Furnished 19bdrm Block of Flats in Ayobo for sale,620,19,20,Furnished,"Ipaja, Ayobo",Ayobo,Lagos State,Diamond,165000000.0
"4bdrm Duplex in Lekki Palm City, Ado / Ajah for sale",100,4,4,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Enterprise,220000000.0
3bdrm Apartment in Ikate for sale,100,3,3,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,160000000.0
"4bdrm Duplex in Orchid, Lekki for sale",100,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,300000000.0
5bdrm Duplex in Ologolo for sale,100,5,5,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,Enterprise,500000000.0
4bdrm Duplex in Ikoyi for sale,100,4,4,Unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,Enterprise,1000000000.0
3bdrm Block of Flats in Karu for sale,1500,3,4,Unfurnished,"Abuja (FCT), Karu",Karu,Abuja (FCT),Diamond,85000000.0
5bdrm Duplex in Orchid Lekki for sale,100,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,650000000.0
"4bdrm Duplex in Orchid, Lekki Expressway for sale",100,4,4,Unfurnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,Enterprise,280000000.0
2bdrm Apartment in Ikate for sale,1000,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,180000000.0
5bdrm Duplex in Lekki Phase 1 for sale,200,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,800000000.0
"5bdrm Duplex in Ajah By Blenco, Off Lekki-Epe Expressway for sale",200,5,5,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,Diamond,200000000.0
"4bdrm Duplex in In A Gated And, Off Lekki-Epe Expressway for sale",250,4,4,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,Diamond,200000000.0
4bdrm Duplex in Private Estate Ogba for sale,200,4,4,Semi-Furnished,"Ogba, Aguda / Ogba",Aguda / Ogba,Lagos State,Enterprise,195000000.0
3bdrm Bungalow in Ibeju for sale,350,3,3,Unfurnished,"Lagos State, Ibeju",Ibeju,Lagos State,Enterprise,75000000.0
3bdrm Duplex in Ilaje for sale,600,3,3,Unfurnished,"Ondo State, Ilaje",Ilaje,Ondo State,Enterprise,105000000.0
"4bdrm Duplex in Orchid Estate, Ikota for sale",200,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,220000000.0
Furnished 4bdrm Duplex in Ado / Ajah for sale,500,4,4,Furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Diamond,160000000.0
4bdrm Duplex in Oko-Oba for sale,500,4,4,Semi-Furnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,Diamond,380000000.0
3bdrm Duplex in GRA Phase 1 for sale,500,3,3,Semi-Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Diamond,350000000.0
"4bdrm Bungalow in Dalemo, Abule Egba for sale",600,4,4,Semi-Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,Diamond,95000000.0
4bdrm Maisonette in Ikorodu Road / Ilupeju for sale,500,4,4,Semi-Furnished,"Ilupeju, Ikorodu Road / Ilupeju",Ikorodu Road / Ilupeju,Lagos State,Diamond,243000000.0
2bdrm Apartment in Lekki Phase 1 for sale,500,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,300000000.0
2bdrm Apartment in Ologolo for sale,124,2,2,Semi-Furnished,"Lekki, Ologolo",Ologolo,Lagos State,Diamond,125000000.0
4bdrm Duplex in Ikota for sale,500,4,4,Semi-Furnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,200000000.0
4bdrm House in Jahi for sale,500,4,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Diamond,380000000.0
5bdrm Duplex in Gwarinpa for sale,800,5,5,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Diamond,480000000.0
"3bdrm Bungalow in Abdul-Salam, Akala, Akobo for sale",500,3,3,Semi-Furnished,"Ibadan, Akobo",Akobo,Oyo State,Enterprise,85000000.0
4bdrm House in Apo Resettlement for sale,500,4,4,Unfurnished,"Apo District, Apo Resettlement",Apo Resettlement,Abuja (FCT),Diamond,250000000.0
4bdrm Duplex in Lokogoma for sale,500,4,4,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),Diamond,320000000.0
5bdrm House in Gwarinpa for sale,500,5,5,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Diamond,240000000.0
5bdrm Duplex in Utako for sale,500,5,5,Unfurnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),Diamond,680000000.0
"6bdrm Duplex in Sunnyvale Estate, Dakwo District for sale",700,6,6,Semi-Furnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),Diamond,470000000.0
"6bdrm Duplex in Estate, Magodo Isheri for sale",700,6,6,Semi-Furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Lagos State,Enterprise,220000000.0
"4bdrm Duplex in Secured Area, Ikeja GRA for sale",290,4,4,Semi-Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,550000000.0
"3bdrm Duplex in Secured Area, Fagba for sale",250,3,3,Semi-Furnished,"Agege, Fagba",Fagba,Lagos State,Enterprise,180000000.0
5bdrm Duplex in Jericho Estate for sale,500,5,5,Unfurnished,"Ibadan, Jericho",Jericho,Oyo State,Diamond,170000000.0
"4bdrm Duplex in Calton Gate Gra, for sale",450,4,4,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Diamond,290000000.0
"4bdrm Duplex in Emmanuel Estate, Jericho for sale",400,4,4,Unfurnished,"Ibadan, Jericho",Jericho,Oyo State,Diamond,130000000.0
3bdrm Penthouse in Wuye for sale,750,3,4,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),Diamond,1000000000.0
5bdrm Duplex in Katampe (Main) for sale,750,5,6,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,600000000.0
3bdrm Duplex in Jahi for sale,350,3,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Diamond,200000000.0
"3bdrm Bungalow in Goshen Estate, Benin City for sale",450,3,3,Unfurnished,"Edo State, Benin City",Benin City,Edo State,Enterprise,20000000.0
4bdrm Duplex in Jahi for sale,3000,4,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Diamond,260000000.0
3bdrm Duplex in Magodo Gra Phase 1 for sale,500,3,3,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,185000000.0
"Furnished 3bdrm Bungalow in Residential Beech, Eleko for sale",420,3,3,Furnished,"Ibeju, Eleko",Eleko,Lagos State,Diamond,90000000.0
Furnished 5bdrm Mansion in Private Estate Lekki for sale,600,5,5,Furnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,750000000.0
"Furnished 4bdrm Duplex in Elesekan Residential, Bogije for sale",700,4,4,Furnished,"Ibeju, Bogije",Bogije,Lagos State,Diamond,140000000.0
Furnished 4bdrm Duplex in Lekki Ologolo Access for sale,600,4,4,Furnished,"Lekki, Ologolo",Ologolo,Lagos State,Diamond,200000000.0
Furnished 5bdrm Mansion in Residential Area for sale,600,5,5,Furnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,660000000.0
"Furnished 4bdrm Duplex in Private Estate, Bogije for sale",450,4,4,Furnished,"Ibeju, Bogije",Bogije,Lagos State,Diamond,160000000.0
5bdrm Duplex in Chevron for sale,580,5,5,Semi-Furnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,530000000.0
4bdrm Duplex in Rumuahalu for sale,245,4,4,Semi-Furnished,"Port-Harcourt, Rumuahalu",Rumuahalu,Port-Harcourt,Diamond,210000000.0
4bdrm Duplex in Magodo Phase 1 for sale,450,4,5,Semi-Furnished,"Lagos State, Magodo",Magodo,Lagos State,Enterprise,400000000.0
4bdrm Duplex in Omole Phase 2 for sale,350,4,5,Semi-Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,Enterprise,450000000.0
4bdrm Duplex in Mabushi for sale,350,4,4,Semi-Furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Diamond,380000000.0
4bdrm Duplex in Bakeville Estate At for sale,200,4,4,Semi-Furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Enterprise,90000000.0
4bdrm Duplex in Guzape District for sale,400,4,4,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,750000000.0
"3bdrm Bungalow in Afolabi, Igando / Ikotun/Igando for sale",500,3,2,Unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,Diamond,35000000.0
"Furnished 3bdrm Bungalow in Agric Estate, Igando / Ikotun/Igando",550,3,3,Furnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,Diamond,65000000.0
3bdrm Bungalow in Mararaba for sale,250,3,3,Semi-Furnished,"Abuja (FCT), Mararaba",Mararaba,Abuja (FCT),Diamond,40000000.0
"3bdrm Bungalow in Agric Road, Igando / Ikotun/Igando for sale",300,3,3,Unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,Diamond,22000000.0
"1bdrm Apartment in Aster Apartments, Lekki Phase 2 for sale",900,1,1,Semi-Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,Diamond,90000000.0
4bdrm Duplex in Kado for sale,260,4,5,Unfurnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),Diamond,350000000.0
2bdrm Block of Flats in Katampe (Main) for sale,150,2,2,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,110000000.0
"3bdrm Duplex in A Well Secured, Ado / Ajah for sale",400,3,4,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Diamond,120000000.0
